"","model","scenario","region","Variable","Unit","X2010","X2020","X2030","X2040","X2050","X2060","X2070","X2080","X2090","X2100"
"16","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Primary Energy|Gas|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"17","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Primary Energy|Gas|w/o CCS","EJ/yr",0.0238143,0.186063,0.635788,1.11909,1.66242,2.2081,2.65262,2.99959,3.38023,3.79736
"18","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Primary Energy|Geothermal","EJ/yr",0.00529559,0.02849549,0.07140469,0.07484755,0.07519124,0.07537655,0.075525475,0.075599759,0.07561338,0.07560896
"19","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Primary Energy|Hydro","EJ/yr",0.0539216,0.0885658,0.12321,0.174952,0.243792,0.312632,0.381471,0.450311,0.519151,0.553571
"20","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Primary Energy|Non-Biomass Renewables","EJ/yr",0.05945739,0.175410913,0.397352186,0.64711725,0.996137715,1.438798042,2.010470653,2.683005919,3.35039182,3.89499286
"21","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Primary Energy|Nuclear","EJ/yr",0,0.000678,0.00781617,0.01957715,0.03584721,0.06027001,0.09581771,0.15194264,0.21802751,0.29495324
"22","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Primary Energy|Oil","EJ/yr",0.729395,1.0848876,1.4832863,1.968567,2.769917,3.99151,5.81952,8.29137,11.23209,14.48563
"23","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Primary Energy|Oil|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"24","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Primary Energy|Oil|w/o CCS","EJ/yr",0.729395,1.0848876,1.4832863,1.968567,2.769917,3.99151,5.81952,8.29137,11.23209,14.48563
"25","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Primary Energy|Solar","EJ/yr",7.2e-06,0.013995087,0.04720728,0.107606352,0.215491213,0.38014072,0.600746738,0.84128845,1.07596988,1.25633617
"26","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Primary Energy|Wind","EJ/yr",0.000233,0.044354536,0.155530216,0.289711348,0.461663262,0.670648772,0.95272744,1.31580671,1.67965756,2.00947673
"27","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Electricity","EJ/yr",0.10109758,0.301649297,0.633928263,1.012190925,1.603094456,2.42688049,3.576788991,5.200402033,7.203920573,9.610868394
"28","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Electricity|Biomass","EJ/yr",0.00113761,0.036152425,0.072902112,0.112308319,0.17905474,0.280809099,0.42629426,0.60027339,0.79479708,1.00058878
"29","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Electricity|Biomass|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"30","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Electricity|Biomass|w/o CCS","EJ/yr",0.00113761,0.036152425,0.072902112,0.112308319,0.17905474,0.280809099,0.42629426,0.60027339,0.79479708,1.00058878
"31","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Electricity|Coal","EJ/yr",0.00341518,0.0234217,0.04985842,0.08183654,0.150170298,0.275635666,0.49325017,0.90644038,1.58081897,2.6271506
"32","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Electricity|Coal|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"33","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Electricity|Coal|w/o CCS","EJ/yr",0.00341518,0.0234217,0.04985842,0.08183654,0.150170298,0.275635666,0.49325017,0.90644038,1.58081897,2.6271506
"34","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Electricity|Gas","EJ/yr",0.000219,0.012580349,0.031389745,0.055397716,0.101918463,0.174173807,0.283384178,0.490891934,0.802907373,1.265529214
"35","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Electricity|Gas|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"36","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Electricity|Gas|w/o CCS","EJ/yr",0.000219,0.012580349,0.031389745,0.055397716,0.101918463,0.174173807,0.283384178,0.490891934,0.802907373,1.265529214
"37","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Electricity|Geothermal","EJ/yr",0.00529559,0.02849549,0.07140469,0.07484755,0.07519124,0.07537655,0.075525475,0.075599759,0.07561338,0.07560896
"38","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Electricity|Hydro","EJ/yr",0.0539216,0.0885658,0.12321,0.174952,0.243792,0.312632,0.381471,0.450311,0.519151,0.553571
"39","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",0.05945739,0.175410913,0.397352186,0.64711725,0.996137715,1.438798042,2.010470653,2.683005919,3.35039182,3.89499286
"40","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Electricity|Nuclear","EJ/yr",0,0.000678,0.00781617,0.01957715,0.03584721,0.06027001,0.09581771,0.15194264,0.21802751,0.29495324
"41","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Electricity|Oil","EJ/yr",0.0368684,0.05340591,0.07460963,0.09595395,0.13996603,0.197193866,0.26757202,0.36784777,0.45697782,0.5276537
"42","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Electricity|Oil|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"43","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Electricity|Oil|w/o CCS","EJ/yr",0.0368684,0.05340591,0.07460963,0.09595395,0.13996603,0.197193866,0.26757202,0.36784777,0.45697782,0.5276537
"44","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Electricity|Other","EJ/yr",0,0,0,0,0,0,0,0,0,0
"45","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Electricity|Solar","EJ/yr",7.2e-06,0.013995087,0.04720728,0.107606352,0.215491213,0.38014072,0.600746738,0.84128845,1.07596988,1.25633617
"46","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Electricity|Solar|CSP","EJ/yr",0,0.00352761,0.016606181,0.03538687,0.06493814,0.103395389,0.15504174,0.22020021,0.28549556,0.34329078
"47","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Electricity|Solar|PV","EJ/yr",7.2e-06,0.010467477,0.030601099,0.072219482,0.150553073,0.276745331,0.445704998,0.62108824,0.79047432,0.91304539
"48","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Electricity|Wind","EJ/yr",0.000233,0.044354536,0.155530216,0.289711348,0.461663262,0.670648772,0.95272744,1.31580671,1.67965756,2.00947673
"49","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Hydrogen","EJ/yr",0,0.0047971,0.023465169,0.064388377,0.145432475,0.238229962,0.363534444,0.507251779,0.67179846,0.81145211
"50","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Hydrogen|Biomass","EJ/yr",0,0.000155,0.000497,0.00132231,0.00301287,0.0046815,0.00708031,0.0102615,0.0139134,0.0170457
"51","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Hydrogen|Biomass|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"52","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Hydrogen|Biomass|w/o CCS","EJ/yr",0,0.000155,0.000497,0.00132231,0.00301287,0.0046815,0.00708031,0.0102615,0.0139134,0.0170457
"53","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Hydrogen|Coal","EJ/yr",0,0.00106688,0.00579757,0.0178446,0.0450288,0.0772143,0.120343,0.177643,0.24491,0.301487
"54","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Hydrogen|Coal|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"55","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Hydrogen|Coal|w/o CCS","EJ/yr",0,0.00106688,0.00579757,0.0178446,0.0450288,0.0772143,0.120343,0.177643,0.24491,0.301487
"56","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Hydrogen|Electricity","EJ/yr",0,0.00039,0.001812139,0.004804107,0.010634745,0.016369462,0.024510634,0.036970579,0.05214716,0.06536341
"57","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Hydrogen|Gas","EJ/yr",0,0.00300522,0.01450846,0.0381271,0.0816839,0.1229531,0.1699935,0.2184142,0.2699284,0.315595
"58","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Hydrogen|Gas|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"59","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Hydrogen|Gas|w/o CCS","EJ/yr",0,0.00300522,0.01450846,0.0381271,0.0816839,0.1229531,0.1699935,0.2184142,0.2699284,0.315595
"60","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Hydrogen|Nuclear","EJ/yr",0,0.00018,0.00085,0.00229026,0.00507216,0.0170116,0.041607,0.0639625,0.0908995,0.111961
"61","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Liquids","EJ/yr",0.7100562,1.16124913,1.97451698,2.95188904,4.3764765,6.41892006,9.11614785,12.50254331,16.37160852,20.63746547
"62","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Liquids|Biomass","EJ/yr",0,0.0354882,0.04235439,0.05666858,0.07536939,0.09890466,0.12936265,0.16762751,0.20945762,0.25570617
"63","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Liquids|Biomass|1st Generation","EJ/yr",0,0,0,0,0,0,0,0,0,0
"64","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Liquids|Biomass|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"65","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Liquids|Biomass|w/o CCS","EJ/yr",0,0.0354882,0.04235439,0.05666858,0.07536939,0.09890466,0.12936265,0.16762751,0.20945762,0.25570617
"66","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Liquids|Coal","EJ/yr",0,0.0425409,0.2776602,0.5876944,1.0375875,1.6994264,2.478944,3.3417117,4.229474,5.156564
"67","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Liquids|Coal|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"68","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Liquids|Coal|w/o CCS","EJ/yr",0,0.0425409,0.2776602,0.5876944,1.0375875,1.6994264,2.478944,3.3417117,4.229474,5.156564
"69","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Liquids|Fossil","EJ/yr",0.0111242,0.09326293,0.52127159,1.01921846,1.65315311,2.488388,3.3762372,4.3086328,5.2459549,6.2473263
"70","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Liquids|Fossil|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"71","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Liquids|Fossil|w/o CCS","EJ/yr",0.7100562,1.08322003,1.65450239,2.30752606,3.26351961,4.620589,6.5078412,8.9932041,11.9326769,15.2251953
"72","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Liquids|Gas","EJ/yr",0.0111242,0.05072203,0.24361139,0.43152406,0.61556561,0.7889616,0.8972932,0.9669211,1.0164809,1.0907623
"73","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Liquids|Gas|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"74","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Liquids|Gas|w/o CCS","EJ/yr",0.0111242,0.05072203,0.24361139,0.43152406,0.61556561,0.7889616,0.8972932,0.9669211,1.0164809,1.0907623
"75","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Liquids|Oil","EJ/yr",0.698932,1.032498,1.410891,1.876002,2.647954,3.8316274,5.610548,8.026283,10.916196,14.134433
"76","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Gases","EJ/yr",0.00541485,0.06818461,0.17278823,0.31716034,0.5517904,0.8641482,1.28043826,1.88589921,2.6889001,3.75534082
"77","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Gases|Biomass","EJ/yr",0,5.41e-06,1.75e-05,6.2e-05,0.000197,0.000517,0.00118326,0.00236821,0.0040401,0.00591082
"78","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Gases|Coal","EJ/yr",0,0.000174,0.00130073,0.00623234,0.0251564,0.0834642,0.222035,0.511371,1.01563,1.78102
"79","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Gases|Natural Gas","EJ/yr",0.00541485,0.0680052,0.17147,0.310866,0.526437,0.780167,1.05722,1.37216,1.66923,1.96841
"80","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy","EJ/yr",4.256132154,5.795603642,7.655546962,9.973602135,12.99059289,16.85669282,21.73616616,27.53130884,33.97212589,40.98395383
"81","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Electricity","EJ/yr",0.08116145,0.24188807,0.5132141,0.829459856,1.329256327,2.029059631,3.005230672,4.368037341,6.045341888,8.039305257
"82","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Gases","EJ/yr",0.00491755,0.029623185,0.07955528,0.149790248,0.250816115,0.383645432,0.55520693,0.767432908,1.018671994,1.318763289
"83","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Heat","EJ/yr",0,0,0,0,0,0,0,0,0,0
"84","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Hydrogen","EJ/yr",0,0.00479744,0.02346564,0.064388525,0.145432453,0.238230093,0.363534069,0.507252,0.671798324,0.811452623
"85","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Industry","EJ/yr",0.83623358,1.537335789,2.462877666,3.744615615,5.534403375,7.871853807,10.86656216,14.41856085,18.30929782,22.438071
"86","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Industry|Electricity","EJ/yr",0.0285127,0.11200344,0.255366,0.4149983,0.6647801,1.0116817,1.4886634,2.172206,3.016828,4.013985
"87","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Industry|Gases","EJ/yr",0.00491755,0.013208709,0.025122626,0.033901315,0.042266675,0.050023507,0.061375856,0.074523848,0.086892819,0.100743
"88","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Industry|Heat","EJ/yr",0,0,0,0,0,0,0,0,0,0
"89","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Industry|Hydrogen","EJ/yr",0,0.00474774,0.02311264,0.0633261,0.1427358,0.231991,0.351087,0.484499,0.633447,0.752453
"90","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Industry|Liquids","EJ/yr",0.1206729,0.2781353,0.6222732,1.0795563,1.785773,2.831808,4.25379,6.06221,8.189881,10.58755
"91","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Industry|Solids","EJ/yr",0.68213043,1.1292406,1.5370032,2.1528336,2.8988478,3.7463496,4.7116459,5.625122,6.382249,6.98334
"92","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Industry|Solids|Biomass","EJ/yr",0.67671868,1.1160525,1.5118814,2.1127652,2.8376526,3.6560496,4.5835069,5.456246,6.178452,6.748753
"93","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Industry|Solids|Coal","EJ/yr",0.00541175,0.0131881,0.0251218,0.0400684,0.0611952,0.0903,0.128139,0.168876,0.203797,0.234587
"94","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Liquids","EJ/yr",0.608560924,1.024271047,1.788259014,2.718084643,4.045433579,5.966087168,8.518167254,11.69703244,15.38219926,19.50325834
"95","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Residential and Commercial","EJ/yr",3.00624948,3.63130108,4.247425598,4.911543733,5.642679279,6.453017791,7.37415153,8.37421645,9.412950223,10.51203832
"96","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Residential and Commercial|Electricity","EJ/yr",0.05263095,0.12960863,0.2571211,0.4131013,0.6620909,1.0132614,1.5094162,2.1828247,3.0041172,3.982815
"97","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Residential and Commercial|Gases","EJ/yr",0,0,0,0,0,0,0,0,0,0
"98","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Residential and Commercial|Heat","EJ/yr",0,0,0,0,0,0,0,0,0,0
"99","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Residential and Commercial|Hydrogen","EJ/yr",0,0,0,0,0,0,0,0,0,0
"100","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Residential and Commercial|Liquids","EJ/yr",0.07425673,0.13590915,0.27625477,0.43939717,0.65978176,0.9464355,1.282354,1.6249596,1.9369676,2.201389
"101","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Residential and Commercial|Solids","EJ/yr",0.2826528,0.3913983,0.346186728,0.407500263,0.459261619,0.488407891,0.51556933,0.51658015,0.496212423,0.462417319
"102","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Residential and Commercial|Solids|Biomass","EJ/yr",2.8787908,3.3649653,3.7128616,4.0575019,4.3189356,4.4911384,4.579948,4.563841,4.469181,4.325067
"103","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Residential and Commercial|Solids|Coal","EJ/yr",0.000571,0.000818,0.001188128,0.001543363,0.001871019,0.002182491,0.00243333,0.00259115,0.002684423,0.002767319
"104","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Solids","EJ/yr",3.56149223,4.4950239,5.251052928,6.211878863,7.219654419,8.239670491,9.29402723,10.19155415,10.85411442,11.31117432
"105","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Solids|Biomass","EJ/yr",3.55550948,4.4810178,5.224743,6.1702671,7.1565882,8.147188,9.1634549,10.020087,10.647633,11.07382
"106","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Solids|Biomass|Traditional","EJ/yr",2.596709,2.974385,3.367863,3.651545,3.861545,4.004913,4.066812,4.049852,3.975653,3.865417
"107","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Solids|Coal","EJ/yr",0.00598275,0.0140061,0.026309928,0.041611763,0.063066219,0.092482491,0.13057233,0.17146715,0.206481423,0.237354319
"108","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Transportation","EJ/yr",0.413649094,0.626966773,0.945243698,1.317442787,1.813510239,2.531821217,3.495452469,4.738531541,6.249877849,8.033844509
"109","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Transportation|Electricity","EJ/yr",1.78e-05,0.000276,0.000727,0.001360256,0.002385327,0.004116531,0.007151072,0.013006641,0.024396688,0.042505257
"110","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Transportation|Freight","EJ/yr",0,0,0,0,0,0,0,0,0,0
"111","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Transportation|Gases","EJ/yr",0,0.016414476,0.054432654,0.115888933,0.20854944,0.333621925,0.493831074,0.69290906,0.931779175,1.218020289
"112","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Transportation|Hydrogen","EJ/yr",0,4.97e-05,0.000353,0.001062425,0.002696653,0.006239093,0.012447069,0.022753,0.038351324,0.058999623
"113","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Transportation|Liquids","EJ/yr",0.413631294,0.610226597,0.889731044,1.199131173,1.599878819,2.187843668,2.982023254,4.00986284,5.255350662,6.71431934
"114","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Transportation|Other","EJ/yr",0,0,0,0,0,0,0,0,0,0
"115","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Final Energy|Transportation|Passenger","EJ/yr",0,0,0,0,0,0,0,0,0,0
"116","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Resource|Cumulative Extraction|Coal","EJ",0.042859,0.1171067,0.21987775,0.34307425,0.48290525,0.64157225,0.81917425,1.00332725,1.18818725,1.35247575
"117","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Resource|Cumulative Extraction|Gas","EJ",0.506995,0.718861,1.0122155,1.5118885,2.088404,2.746863,3.371015,3.942142,4.814523,5.592371
"118","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Resource|Cumulative Extraction|Oil","EJ",7.28715,13.68473,25.840595,46.309665,62.693145,71.09523,79.26061,79.718966,79.718966,79.718966
"119","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Solids","EJ/yr",0.96478375,1.520646,1.88319,2.5603418,3.3581162,4.2347525,5.227222,6.141707,6.878461,7.445754
"120","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Solids|Biomass","EJ/yr",0.958801,1.50664,1.85688,2.51873,3.29505,4.14227,5.09665,5.97024,6.67198,7.2084
"121","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Secondary Energy|Solids|Coal","EJ/yr",0.00598275,0.014006,0.02631,0.0416118,0.0630662,0.0924825,0.130572,0.171467,0.206481,0.237354
"122","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Emissions|CO2","Mt CO2/yr",218.4618192,215.0864524,349.8776412,552.0173978,736.0516811,953.592515,1271.068249,1679.044044,2198.429727,2846.578959
"123","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Emissions|CO2|Fossil Fuels and Industry","Mt CO2/yr",57.38729353,106.9466013,215.0259461,344.7866014,533.6883691,804.3993004,1154.613886,1600.683026,2148.561925,2810.926931
"124","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Emissions|CO2|Fossil Fuels and Industry|Energy Demand","Mt CO2/yr",46.74043998,75.54979571,130.9127811,194.6178686,282.3058514,405.7979295,565.3874633,754.6798172,959.3123393,1174.640946
"125","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Industry","Mt CO2/yr",11.62041036,22.63002579,45.96194076,72.93583212,111.6668622,166.4407125,237.3399688,318.866235,400.3340898,478.2513498
"126","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial","Mt CO2/yr",5.393744239,9.550467725,19.54654587,31.12615052,46.78678246,67.18735927,91.09357895,115.4722794,137.6894087,156.521202
"127","GCAM4","SSP3-Ref-SPA0-V17","Africa_Eastern","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial and Industry","Mt CO2/yr",17.0141546,32.18049351,65.50848663,104.0619826,158.4536447,233.6280717,328.4335478,434.3385144,538.0234985,634.7725518
