"","model","scenario","region","Variable","Unit","X2010","X2020","X2030","X2040","X2050","X2060","X2070","X2080","X2090","X2100"
"8351","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Electricity|Coal","EJ/yr",0.117129,0.1961275,0.2613664,0.3250079,0.3919644,0.4918541,0.6402262,0.7711975,0.9392573,1.1371169
"8352","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Electricity|Coal|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"8353","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Electricity|Coal|w/o CCS","EJ/yr",0.117129,0.1961275,0.2613664,0.3250079,0.3919644,0.4918541,0.6402262,0.7711975,0.9392573,1.1371169
"8354","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Electricity|Gas","EJ/yr",0.507895007,0.859989418,1.166068147,1.430594494,1.635740051,1.656885656,1.664717803,1.766301996,1.871060127,2.063352087
"8355","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Electricity|Gas|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"8356","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Electricity|Gas|w/o CCS","EJ/yr",0.507895007,0.859989418,1.166068147,1.430594494,1.635740051,1.656885656,1.664717803,1.766301996,1.871060127,2.063352087
"8357","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Electricity|Geothermal","EJ/yr",0.0238248,0.0564966,0.0817156,0.0828128,0.09000666,0.09703978,0.09764413,0.09788353,0.09793231,0.09782756
"8358","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Electricity|Hydro","EJ/yr",0.133636,0.133636,0.133636,0.133636,0.133636,0.133636,0.133636,0.133636,0.133636,0.133636
"8359","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",0.16203319,0.226285427,0.302626855,0.375940407,0.458950439,0.554872243,0.656958982,0.751738202,0.809540602,0.820575787
"8360","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Electricity|Nuclear","EJ/yr",0.0211644,0.020829573,0.020449822,0.019109012,0.017270082,0.018076762,0.021426412,0.02742178,0.03371629,0.04023029
"8361","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Electricity|Oil","EJ/yr",0.157964,0.06029797,0.06792239,0.07124314,0.07170039,0.107914949,0.13410841,0.17279778,0.20509437,0.22850278
"8362","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Electricity|Oil|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"8363","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Electricity|Oil|w/o CCS","EJ/yr",0.157964,0.06029797,0.06792239,0.07124314,0.07170039,0.107914949,0.13410841,0.17279778,0.20509437,0.22850278
"8364","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Electricity|Other","EJ/yr",0,0,0,0,0,0,0,0,0,0
"8365","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Electricity|Solar","EJ/yr",0.000112,0.01658676,0.03631761,0.068091284,0.109383769,0.16169351,0.215462477,0.254605431,0.282222622,0.291204157
"8366","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Electricity|Solar|CSP","EJ/yr",0,0.001627987,0.005406644,0.011192609,0.015740512,0.020211153,0.026508933,0.03575662,0.043438499,0.046694806
"8367","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Electricity|Solar|PV","EJ/yr",0.000112,0.014958773,0.030910966,0.056898675,0.093643257,0.141482357,0.188953544,0.218848811,0.238784123,0.244509351
"8368","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Electricity|Wind","EJ/yr",0.00446039,0.019566067,0.050957645,0.091400323,0.12592401,0.162502953,0.210216375,0.265613241,0.29574967,0.29790807
"8369","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Hydrogen","EJ/yr",0,0.00505706,0.020064135,0.040828767,0.066476659,0.09308499,0.122731361,0.154358316,0.187330613,0.217400266
"8370","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Hydrogen|Biomass","EJ/yr",0,0.000178,0.000686,0.00141437,0.00236971,0.0031046,0.00396828,0.00507013,0.00615685,0.0071012
"8371","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Hydrogen|Biomass|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"8372","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Hydrogen|Biomass|w/o CCS","EJ/yr",0,0.000178,0.000686,0.00141437,0.00236971,0.0031046,0.00396828,0.00507013,0.00615685,0.0071012
"8373","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Hydrogen|Coal","EJ/yr",0,0.00114617,0.00496186,0.0113195,0.0205345,0.0300827,0.0404662,0.0537311,0.0677478,0.0799785
"8374","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Hydrogen|Coal|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"8375","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Hydrogen|Coal|w/o CCS","EJ/yr",0,0.00114617,0.00496186,0.0113195,0.0205345,0.0300827,0.0404662,0.0537311,0.0677478,0.0799785
"8376","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Hydrogen|Electricity","EJ/yr",0,0.000439,0.001668605,0.003352097,0.005404689,0.00710546,0.009085581,0.012039686,0.015225163,0.018154766
"8377","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Hydrogen|Gas","EJ/yr",0,0.00310089,0.01201967,0.02329,0.0358547,0.0461645,0.0552206,0.0641709,0.0730559,0.0824648
"8378","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Hydrogen|Gas|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"8379","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Hydrogen|Gas|w/o CCS","EJ/yr",0,0.00310089,0.01201967,0.02329,0.0358547,0.0461645,0.0552206,0.0641709,0.0730559,0.0824648
"8380","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Hydrogen|Nuclear","EJ/yr",0,0.000193,0.000728,0.0014528,0.00231306,0.00662773,0.0139907,0.0193465,0.0251449,0.029701
"8381","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Liquids","EJ/yr",3.69399,4.2147139,4.9366987,5.4573974,5.8563078,6.44887837,7.04122822,7.66147255,8.23551766,8.73784887
"8382","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Liquids|Biomass","EJ/yr",0,0.0941723,0.2079903,0.2744176,0.3084607,0.35388057,0.34276012,0.33456235,0.32352476,0.31157257
"8383","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Liquids|Biomass|1st Generation","EJ/yr",0,2.74e-05,5.79e-05,8.88e-05,0.000115,0.00019,0.000187,0.000171,0.000152,0.000136
"8384","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Liquids|Biomass|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"8385","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Liquids|Biomass|w/o CCS","EJ/yr",0,0.0941723,0.2079903,0.2744176,0.3084607,0.35388057,0.34276012,0.33456235,0.32352476,0.31157257
"8386","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Liquids|Coal","EJ/yr",0,0.0997758,0.4927841,0.8282244,1.1003652,1.5372009,1.7859465,1.9509787,2.0566484,2.125987
"8387","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Liquids|Coal|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"8388","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Liquids|Coal|w/o CCS","EJ/yr",0,0.0997758,0.4927841,0.8282244,1.1003652,1.5372009,1.7859465,1.9509787,2.0566484,2.125987
"8389","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Liquids|Fossil","EJ/yr",0,0.1944942,0.9152755,1.445937,1.7927971,2.3044838,2.4795001,2.5453862,2.5706589,2.5873553
"8390","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Liquids|Fossil|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"8391","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Liquids|Fossil|w/o CCS","EJ/yr",3.69399,4.0207384,4.2358664,4.3546666,4.4473669,4.5576069,4.9123346,5.3757605,5.8551925,6.3001533
"8392","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Liquids|Gas","EJ/yr",0,0.0947184,0.4224914,0.6177126,0.6924319,0.7672829,0.6935536,0.5944075,0.5140105,0.4613683
"8393","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Liquids|Gas|w/ CCS","EJ/yr",0,0,0,0,0,0,0,0,0,0
"8394","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Liquids|Gas|w/o CCS","EJ/yr",0,0.0947184,0.4224914,0.6177126,0.6924319,0.7672829,0.6935536,0.5944075,0.5140105,0.4613683
"8395","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Liquids|Oil","EJ/yr",3.69399,3.92602,3.813375,3.736954,3.754935,3.790324,4.218781,4.781353,5.341182,5.838785
"8396","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Gases","EJ/yr",2.23129369,3.2045555,4.11814161,4.8606684,5.43396185,5.6283828,5.7780244,6.0926055,6.4621742,7.0400557
"8397","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Gases|Biomass","EJ/yr",0.00188369,0.0027216,0.00391691,0.0062179,0.00959385,0.0128378,0.0161144,0.0188055,0.0198442,0.0192557
"8398","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Gases|Coal","EJ/yr",0,0.0081639,0.0309747,0.0954105,0.247388,0.542705,1.00007,1.64901,2.437,3.33496
"8399","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Gases|Natural Gas","EJ/yr",2.22941,3.19367,4.08325,4.75904,5.17698,5.07284,4.76184,4.42479,4.00533,3.68584
"8400","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy","EJ/yr",5.472686511,7.022593468,8.579669081,9.855273444,10.92734319,12.0199156,13.16554873,14.3499767,15.51754076,16.7264653
"8401","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Electricity","EJ/yr",0.76639417,1.102573061,1.497418973,1.858616423,2.184712023,2.439389148,2.732785736,3.085448919,3.439347666,3.846516597
"8402","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Gases","EJ/yr",1.0485924,1.410570991,1.8090602,2.154440734,2.44823746,2.722857246,2.987712548,3.235618492,3.502087189,3.818678618
"8403","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Heat","EJ/yr",0,0,0,0,0,0,0,0,0,0
"8404","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Hydrogen","EJ/yr",0,0.005056904,0.02006339,0.04082879,0.066476607,0.093085054,0.122731413,0.154358352,0.187330654,0.217400225
"8405","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Industry","EJ/yr",2.2178291,2.953689895,3.63870799,4.17905041,4.645851865,5.089860549,5.559570155,6.066699683,6.5905589,7.16964359
"8406","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Industry|Electricity","EJ/yr",0.4628484,0.6547116,0.8612952,1.0524423,1.2250974,1.3428526,1.4719995,1.6281394,1.7765142,1.9507253
"8407","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Industry|Gases","EJ/yr",1.0076537,1.26767138,1.48433465,1.59335186,1.637214645,1.678614379,1.722096985,1.772106893,1.8482976,1.96335019
"8408","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Industry|Heat","EJ/yr",0,0,0,0,0,0,0,0,0,0
"8409","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Industry|Hydrogen","EJ/yr",0,0.002671415,0.00710104,0.01336435,0.02163762,0.02663057,0.03228977,0.03771479,0.0434435,0.0467146
"8410","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Industry|Liquids","EJ/yr",0.621747,0.8621869,1.0904817,1.2979522,1.517886,1.776937,2.04974,2.331805,2.615901,2.89459
"8411","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Industry|Solids","EJ/yr",0.12558,0.1664486,0.1954954,0.2219397,0.2440162,0.264826,0.2834439,0.2969336,0.3064026,0.3142635
"8412","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Industry|Solids|Biomass","EJ/yr",0.0428646,0.0545945,0.0616216,0.0678037,0.0731438,0.0765694,0.0817352,0.0861327,0.0893299,0.0917463
"8413","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Industry|Solids|Coal","EJ/yr",0.0827154,0.1118541,0.1338738,0.154136,0.1708724,0.1882566,0.2017087,0.2108009,0.2170727,0.2225172
"8414","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Liquids","EJ/yr",3.272378941,4.061169912,4.768540118,5.286230797,5.688621904,6.202937151,6.742616136,7.284008333,7.792003649,8.247030355
"8415","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Residential and Commercial","EJ/yr",0.9381332,1.24995915,1.56667098,1.81239113,2.01997584,2.21767664,2.42558578,2.64008517,2.844594424,3.051635246
"8416","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Residential and Commercial|Electricity","EJ/yr",0.2992663,0.4320275,0.6064552,0.7613465,0.8972588,1.0088401,1.1417598,1.2988793,1.4567103,1.6387196
"8417","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Residential and Commercial|Gases","EJ/yr",0.0404367,0.05670815,0.06894808,0.07443813,0.07529434,0.07591084,0.07619408,0.07615637,0.077127324,0.079061246
"8418","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Residential and Commercial|Heat","EJ/yr",0,0,0,0,0,0,0,0,0,0
"8419","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Residential and Commercial|Hydrogen","EJ/yr",0,0,0,0,0,0,0,0,0,0
"8420","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Residential and Commercial|Liquids","EJ/yr",0.3386892,0.4844495,0.6021767,0.6833895,0.7521437,0.8361047,0.9113729,0.9714405,1.0203878,1.0512784
"8421","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Residential and Commercial|Solids","EJ/yr",0,0,0,0,0,0,0,0,0,0
"8422","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Residential and Commercial|Solids|Biomass","EJ/yr",0.259741,0.276774,0.289091,0.293217,0.295279,0.296821,0.296259,0.293609,0.290369,0.282576
"8423","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Residential and Commercial|Solids|Coal","EJ/yr",0,0,0,0,0,0,0,0,0,0
"8424","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Solids","EJ/yr",0.385321,0.4432226,0.4845864,0.5151567,0.5392952,0.561647,0.5797029,0.5905426,0.5967716,0.5968395
"8425","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Solids|Biomass","EJ/yr",0.3026056,0.3313685,0.3507126,0.3610207,0.3684228,0.3733904,0.3779942,0.3797417,0.3796989,0.3743223
"8426","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Solids|Biomass|Traditional","EJ/yr",0.259741,0.276774,0.289091,0.293217,0.295279,0.296821,0.296259,0.293609,0.290369,0.282576
"8427","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Solids|Coal","EJ/yr",0.0827154,0.1118541,0.1338738,0.154136,0.1708724,0.1882566,0.2017087,0.2108009,0.2170727,0.2225172
"8428","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Transportation","EJ/yr",2.316724211,2.818944423,3.374290111,3.863831904,4.261515489,4.71237841,5.180392798,5.643191843,6.082387434,6.505186459
"8429","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Transportation|Electricity","EJ/yr",0.00427947,0.015833961,0.029668573,0.044827623,0.062355823,0.087696448,0.119026436,0.158430219,0.206123166,0.257071697
"8430","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Transportation|Freight","EJ/yr",0,0,0,0,0,0,0,0,0,0
"8431","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Transportation|Gases","EJ/yr",0.000502,0.086191461,0.25577747,0.486650744,0.735728475,0.968332027,1.189421483,1.387355229,1.576662265,1.776267182
"8432","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Transportation|Hydrogen","EJ/yr",0,0.002385489,0.01296235,0.02746444,0.044838987,0.066454484,0.090441643,0.116643562,0.143887154,0.170685625
"8433","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Transportation|Liquids","EJ/yr",2.311942741,2.714533512,3.075881718,3.304889097,3.418592204,3.589895451,3.781503236,3.980762833,4.155714849,4.301161955
"8434","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Transportation|Other","EJ/yr",0,0,0,0,0,0,0,0,0,0
"8435","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Final Energy|Transportation|Passenger","EJ/yr",0,0,0,0,0,0,0,0,0,0
"8436","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Resource|Cumulative Extraction|Coal","EJ",0.963695,2.32955,4.113315,6.211865,8.5796,11.250795,16.910195,23.38899,29.885,41.442505
"8437","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Resource|Cumulative Extraction|Gas","EJ",8.77135,24.90205,48.2029,91.58155,142.53635,195.89405,246.2892,292.15,331.6108,369.99485
"8438","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Resource|Cumulative Extraction|Oil","EJ",34.7511,86.23272,156.00044,233.84012,295.53842,356.24867,422.06492,495.80307,582.21157,683.41462
"8439","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Solids","EJ/yr",0.12558,0.1664485,0.1954956,0.2219397,0.2440157,0.2648263,0.2834432,0.2969337,0.306403,0.3142632
"8440","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Solids|Biomass","EJ/yr",0.0428646,0.0545945,0.0616216,0.0678037,0.0731437,0.0765693,0.0817352,0.0861327,0.08933,0.0917462
"8441","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Secondary Energy|Solids|Coal","EJ/yr",0.0827154,0.111854,0.133874,0.154136,0.170872,0.188257,0.201708,0.210801,0.217073,0.222517
"8442","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|CO2","Mt CO2/yr",511.1633823,689.1335557,801.8098835,917.8346684,1037.925625,1217.754665,1368.609914,1530.714312,1690.485278,1874.816063
"8443","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|CO2|Fossil Fuels and Industry","Mt CO2/yr",461.8557409,569.0810445,731.4556478,868.2195599,987.1538827,1135.74594,1286.264116,1443.833829,1610.724363,1789.36469
"8444","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|CO2|Fossil Fuels and Industry|Energy Demand","Mt CO2/yr",299.2598774,366.0891767,427.1691827,474.2639863,511.3112689,553.7353963,599.7054647,643.1003719,684.0052265,722.8376548
"8445","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Industry","Mt CO2/yr",106.641512,133.8962844,157.0904159,172.8835843,185.2195011,198.8761491,213.1646013,226.7944438,240.8022954,255.5700366
"8446","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial","Mt CO2/yr",26.44366737,36.98721983,45.03872335,50.51280051,55.1185037,60.73145272,66.26199092,70.71554681,74.45125848,76.96014244
"8447","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial and Industry","Mt CO2/yr",133.0851793,170.8835042,202.1291392,223.3963848,240.3380048,259.6076018,279.4265922,297.5099907,315.2535539,332.530179
"8448","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Transportation","Mt CO2/yr",166.1746981,195.2056724,225.0400435,250.8676037,270.9732641,294.1277945,320.2788725,345.5903941,368.751736,390.3074989
"8449","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|CO2|Fossil Fuels and Industry|Energy Supply","Mt CO2/yr",162.5958635,202.9918679,304.2864769,393.9555916,475.8426318,582.010544,686.5586524,800.7334577,926.7191362,1066.527035
"8450","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity","Mt CO2/yr",117.7382697,150.7883323,193.9577916,228.4510248,256.0381799,277.9736699,306.4672238,339.4139558,382.4886025,439.3009423
"8451","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|CO2|Land Use","Mt CO2/yr",49.30764135,120.0525112,70.35423578,49.61510847,50.77174186,82.00872486,82.3457987,86.88048299,79.76091545,85.45137374
"8452","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|CO2|Carbon Capture and Storage","Mt CO2/yr",16.27512333,23.90421,32.604,41.41793333,50.87426667,61.31803333,73.01103333,86.1344,100.2668333,115.4798333
"8453","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|CO2|Carbon Capture and Storage|Biomass","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"8454","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|CO2|Carbon Capture and Storage|Biomass|Energy","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"8455","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|CO2|Carbon Capture and Storage|Biomass|Energy|Demand|Industry","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"8456","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|CO2|Carbon Capture and Storage|Biomass|Energy|Supply","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"8457","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|CO2|Carbon Capture and Storage|Biomass|Energy|Supply|Electricity","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"8458","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|CO2|Carbon Capture and Storage|Biomass|Industrial Processes","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"8459","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|CO2|Carbon Capture and Storage|Fossil","Mt CO2/yr",16.27512333,23.90421,32.604,41.41793333,50.87426667,61.31803333,73.01103333,86.1344,100.2668333,115.4798333
"8460","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|CO2|Carbon Capture and Storage|Fossil|Energy","Mt CO2/yr",16.27512333,23.90421,32.604,41.41793333,50.87426667,61.31803333,73.01103333,86.1344,100.2668333,115.4798333
"8461","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|CO2|Carbon Capture and Storage|Fossil|Energy|Demand|Industry","Mt CO2/yr",16.27512333,23.90421,32.604,41.41793333,50.87426667,61.31803333,73.01103333,86.1344,100.2668333,115.4798333
"8462","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|CO2|Carbon Capture and Storage|Fossil|Energy|Supply","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"8463","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|CO2|Carbon Capture and Storage|Fossil|Energy|Supply|Electricity","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"8464","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|CO2|Carbon Capture and Storage|Fossil|Industrial Processes","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"8465","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|BC","Mt BC/yr",0.076018168,0.077092663,0.076928965,0.078316118,0.081017707,0.079987059,0.077347984,0.072653663,0.066794379,0.059573358
"8466","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|C2F6","kt C2F6/yr",0.0175,0.0234061,0.0292814,0.0340875,0.0383736,0.0425133,0.0469344,0.0517501,0.056762,0.0621153
"8467","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|CF4","kt CF4/yr",0,0,0,0,0,0,0,0,0,0
"8468","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|CH4","Mt CH4/yr",5.400352308,4.996640526,5.876611671,6.638830017,6.974323153,7.401504991,7.818974283,8.144294384,8.459512692,9.131830448
"8469","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|CO","Mt CO/yr",10.56161101,10.25587303,8.170648937,7.076942938,6.646103817,6.626667222,6.643940226,6.667360567,6.655282232,6.832747513
"8470","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|F-Gases","Mt CO2-equiv/yr",11.24509359,19.70548125,28.90798486,34.30185909,39.08363526,43.55546897,48.33975602,53.44998965,58.51676077,63.8659882
"8471","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|HFC","kt HFC134a-equiv/yr",7.405555185,13.27782214,19.56776526,23.2169028,26.45418082,29.49359102,32.74057147,36.1961277,39.61805641,43.22136065
"8472","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|HFC|HFC125","kt HFC125/yr",0,0,0,0,0,0,0,0,0,0
"8473","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|HFC|HFC134a","kt HFC134a/yr",0,0,0,0,0,0,0,0,0,0
"8474","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|HFC|HFC143a","kt HFC143a/yr",0,0,0,0,0,0,0,0,0,0
"8475","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|HFC|HFC227ea","kt HFC227ea/yr",0,0,0,0,0,0,0,0,0,0
"8476","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|HFC|HFC23","kt HFC23/yr",0,0,0,0,0,0,0,0,0,0
"8477","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|HFC|HFC245fa","kt HFC245fa/yr",0,0,0,0,0,0,0,0,0,0
"8478","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|HFC|HFC32","kt HFC32/yr",0,0,0,0,0,0,0,0,0,0
"8479","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|HFC|HFC43-10","kt HFC43-10/yr",0,0,0,0,0,0,0,0,0,0
"8480","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|Kyoto Gases","Mt CO2-equiv/yr",651.0772446,761.7893197,963.0988653,1130.47386,1268.647135,1438.779689,1611.261862,1789.322251,1976.152294,2184.356618
"8481","GCAM4","SSP3-Ref-SPA0-V17","Mexico","Emissions|N2O","kt N2O/yr",143.557071,159.611444,184.219546,204.556087,224.609216,245.765404,268.118321,292.159285,315.345047,339.909274
